Id;Cadence
30001.0;73.463
30002.0;98.0581
30003.0;93.4522
30004.0;89.3409
30005.0;71.1088
30006.0;73.5128
30007.0;87.5317
30008.0;96.2852
30009.0;92.9361
30010.0;86.5963
30011.0;87.9899
30012.0;99.2812
30013.0;85.8292
30014.0;58.804
30015.0;93.2629
30016.0;84.0195
30017.0;88.6031
30018.0;73.5322
30019.0;97.7388
30020.0;65.5908
30021.0;90.6649
30022.0;91.7561
30023.0;91.4678
30024.0;93.7513
30025.0;78.7369
30026.0;87.1974
30027.0;85.7897
30028.0;101.5641
30029.0;75.4092
30030.0;85.7485
30031.0;82.8569
30032.0;88.2382
30033.0;93.262
30034.0;95.2204
30035.0;82.3622
30036.0;89.0237
30037.0;91.8011
30038.0;85.9351
30039.0;79.3809
30040.0;91.7628
30041.0;88.139
30042.0;85.3507
30043.0;78.2028
30044.0;81.9924
30045.0;83.9504
30046.0;77.6626
30047.0;84.7208
30048.0;99.4183
30049.0;90.2674
30050.0;82.1159
30051.0;94.3848
30052.0;86.5549
30053.0;94.2809
30054.0;89.2706
30055.0;78.6971
30056.0;95.465
30057.0;74.4177
30058.0;59.3451
30059.0;83.0554
30060.0;88.1263
30061.0;72.9724
30062.0;77.2501
30063.0;91.6924
30064.0;86.6595
30065.0;80.3928
30066.0;84.8397
30067.0;94.8773
30068.0;87.51
30069.0;84.6885
30070.0;86.1756
30071.0;80.5241
30072.0;87.9399
30073.0;79.9759
30074.0;96.0089
30075.0;91.0702
30076.0;78.6826
30077.0;82.3691
30078.0;91.0516
30079.0;89.753
30080.0;64.5926
30081.0;91.7549
30082.0;75.4356
30083.0;92.3518
30084.0;97.1728
30085.0;101.7544
30086.0;84.7183
30087.0;87.0109
30088.0;78.0748
30089.0;71.6233
30090.0;97.1551
30091.0;81.5099
30092.0;95.8732
30093.0;73.3956
30094.0;100.4231
30095.0;76.4674
30096.0;79.1763
30097.0;81.6199
30098.0;95.3306
30099.0;95.097
30100.0;81.7264
30101.0;76.3759
30102.0;94.5676
30103.0;94.6711
30104.0;88.942
30105.0;92.9815
30106.0;89.0698
30107.0;81.138
30108.0;92.7972
30109.0;83.675
30110.0;87.1943
30111.0;87.7666
30112.0;86.6752
30113.0;93.0817
30114.0;84.3618
30115.0;79.6493
30116.0;95.97
30117.0;69.8046
30118.0;93.76
30119.0;75.2004
30120.0;91.7105
30121.0;89.9734
30122.0;93.3336
30123.0;79.089
30124.0;88.3453
30125.0;93.0366
30126.0;87.6348
30127.0;77.513
30128.0;86.6183
30129.0;79.9587
30130.0;76.4097
30131.0;97.5201
30132.0;86.1075
30133.0;70.3004
30134.0;85.4032
30135.0;87.1813
30136.0;73.7404
30137.0;86.1473
30138.0;95.0255
30139.0;87.4223
30140.0;89.3978
30141.0;92.7254
30142.0;74.7638
30143.0;93.3965
30144.0;86.1711
30145.0;94.1226
30146.0;92.199
30147.0;62.6266
30148.0;80.5628
30149.0;84.076
30150.0;81.8133
30151.0;92.492
30152.0;81.3
30153.0;97.4565
30154.0;72.4966
30155.0;83.1412
30156.0;77.6196
30157.0;81.382
30158.0;97.5526
30159.0;94.7808
30160.0;99.6326
30161.0;85.3195
30162.0;94.7521
30163.0;76.5997
30164.0;77.6262
30165.0;95.3538
30166.0;92.9473
30167.0;90.9567
30168.0;93.535
30169.0;79.9406
30170.0;86.9717
30171.0;90.0632
30172.0;91.6133
30173.0;83.2763
30174.0;78.8789
30175.0;88.7751
30176.0;87.7686
30177.0;72.6774
30178.0;79.2683
30179.0;73.5096
30180.0;71.8956
30181.0;74.141
30182.0;86.475
30183.0;85.0974
30184.0;96.3881
30185.0;89.2087
30186.0;95.9297
30187.0;84.0284
30188.0;87.2662
30189.0;87.0935
30190.0;95.253
30191.0;89.454
30192.0;76.7779
30193.0;92.5484
30194.0;94.7868
30195.0;87.6741
30196.0;78.2039
30197.0;91.9735
30198.0;98.0091
30199.0;80.4523
30200.0;83.352
30201.0;83.2669
30202.0;88.294
30203.0;77.3939
30204.0;90.7784
30205.0;79.982
30206.0;86.6233
30207.0;84.9015
30208.0;83.6364
30209.0;81.6276
30210.0;82.0752
30211.0;88.0751
30212.0;87.6691
30213.0;94.1797
30214.0;84.6121
30215.0;76.0558
30216.0;74.768
30217.0;84.678
30218.0;93.1071
30219.0;75.6268
30220.0;99.2848
30221.0;78.186
30222.0;80.2329
30223.0;87.403
30224.0;86.9231
30225.0;94.7586
30226.0;95.7805
30227.0;90.6936
30228.0;85.9634
30229.0;97.7762
30230.0;86.1733
30231.0;66.3368
30232.0;85.3213
30233.0;87.7339
30234.0;62.4952
30235.0;79.2266
30236.0;100.5556
30237.0;69.6764
30238.0;95.8845
30239.0;73.1563
30240.0;89.7996
30241.0;92.7966
30242.0;50.0621
30243.0;95.546
30244.0;86.6101
30245.0;96.194
30246.0;79.6316
30247.0;89.4491
30248.0;78.762
30249.0;76.1036
30250.0;81.8389
30251.0;82.7089
30252.0;99.0237
30253.0;84.6808
30254.0;65.7733
30255.0;89.231
30256.0;87.3886
30257.0;97.3902
30258.0;61.0995
30259.0;94.603
30260.0;68.6356
30261.0;89.3482
30262.0;94.2738
30263.0;82.5995
30264.0;64.2721
30265.0;81.5835
30266.0;87.8173
30267.0;90.2529
30268.0;88.3789
30269.0;71.5113
30270.0;91.8287
30271.0;80.3992
30272.0;97.3495
30273.0;89.3059
30274.0;100.1531
30275.0;76.075
30276.0;95.1156
30277.0;69.3427
30278.0;98.0689
30279.0;93.1851
30280.0;87.2709
30281.0;79.0486
30282.0;65.8959
30283.0;99.3691
30284.0;80.993
30285.0;84.7743
30286.0;86.4289
30287.0;94.4787
30288.0;84.3303
30289.0;82.43
30290.0;94.162
30291.0;80.3934
30292.0;84.24
30293.0;93.6798
30294.0;86.0261
30295.0;74.3241
30296.0;92.372
30297.0;84.5641
30298.0;92.2862
30299.0;90.0097
30300.0;73.1942
30301.0;79.7678
30302.0;79.0168
30303.0;90.5466
30304.0;89.7024
30305.0;94.0746
30306.0;53.1104
30307.0;92.9068
30308.0;87.0661
30309.0;88.5225
30310.0;66.0879
30311.0;93.8762
30312.0;91.6017
30313.0;79.9539
30314.0;82.7772
30315.0;88.6645
30316.0;92.495
30317.0;93.162
30318.0;86.6395
30319.0;98.3423
30320.0;74.605
30321.0;77.1587
30322.0;75.15
30323.0;84.4549
30324.0;94.6617
30325.0;88.3936
30326.0;91.0056
30327.0;79.1467
30328.0;87.8752
30329.0;84.7572
30330.0;87.4304
30331.0;82.291
30332.0;84.9146
30333.0;78.962
30334.0;80.8966
30335.0;92.4579
30336.0;80.6899
30337.0;92.4804
30338.0;77.899
30339.0;82.3216
30340.0;87.0772
30341.0;96.3925
30342.0;75.5075
30343.0;80.5087
30344.0;85.4424
30345.0;98.3
30346.0;70.6009
30347.0;102.5936
30348.0;81.6184
30349.0;87.7383
30350.0;91.2238
30351.0;81.3543
30352.0;90.3105
30353.0;89.7268
30354.0;68.0744
30355.0;87.056
30356.0;83.5287
30357.0;87.2698
30358.0;83.0523
30359.0;75.3816
30360.0;75.3605
30361.0;88.4716
30362.0;53.0219
30363.0;85.0279
30364.0;87.1244
30365.0;82.724
30366.0;96.9889
30367.0;83.9438
30368.0;77.8802
30369.0;91.1563
30370.0;93.9288
30371.0;64.72
30372.0;78.2734
30373.0;77.6188
30374.0;82.6437
30375.0;74.1313
30376.0;96.2687
30377.0;87.4667
30378.0;74.5702
30379.0;95.0276
30380.0;89.2912
30381.0;90.7125
30382.0;86.3267
30383.0;94.079
30384.0;87.6366
30385.0;89.2697
30386.0;91.5682
30387.0;99.0305
30388.0;92.5713
30389.0;81.5592
30390.0;61.4154
30391.0;83.6134
30392.0;76.1539
30393.0;90.614
30394.0;77.0002
30395.0;78.9263
30396.0;71.7843
30397.0;99.6736
30398.0;77.323
30399.0;93.5656
30400.0;84.7811
30401.0;86.7773
30402.0;79.0781
30403.0;91.479
30404.0;93.7494
30405.0;85.294
30406.0;86.3111
30407.0;80.6155
30408.0;84.8977
30409.0;78.8033
30410.0;84.0179
30411.0;76.6042
30412.0;57.8285
30413.0;81.306
30414.0;80.4406
30415.0;98.4022
30416.0;75.7579
30417.0;89.657
30418.0;87.5642
30419.0;81.4077
30420.0;96.5184
30421.0;93.6738
30422.0;90.457
30423.0;84.2692
30424.0;87.8121
30425.0;87.976
30426.0;94.7866
30427.0;83.5744
30428.0;86.1726
30429.0;69.6131
30430.0;95.6588
30431.0;96.7042
30432.0;83.8852
30433.0;93.6591
30434.0;63.4198
30435.0;90.6473
30436.0;83.9858
30437.0;73.9263
30438.0;92.7858
30439.0;87.2741
30440.0;84.3434
30441.0;101.9534
30442.0;89.7172
30443.0;82.266
30444.0;89.7129
30445.0;84.9123
30446.0;91.676
30447.0;73.0703
30448.0;77.6091
30449.0;84.6064
30450.0;80.0321
30451.0;88.0491
30452.0;86.087
30453.0;90.5054
30454.0;98.8579
30455.0;80.5603
30456.0;96.5266
30457.0;93.0478
30458.0;56.7269
30459.0;92.0204
30460.0;80.4825
30461.0;81.0126
30462.0;91.7362
30463.0;68.606
30464.0;79.2749
30465.0;95.6366
30466.0;84.1045
30467.0;98.6661
30468.0;84.6079
30469.0;89.6216
30470.0;89.7394
30471.0;87.2753
30472.0;87.4311
30473.0;83.0114
30474.0;84.8612
30475.0;77.9642
30476.0;71.9868
30477.0;90.4501
30478.0;84.4486
30479.0;88.6476
30480.0;85.5064
30481.0;86.7277
30482.0;94.0984
30483.0;76.858
30484.0;90.5857
30485.0;90.504
30486.0;85.2239
30487.0;93.7088
30488.0;77.0686
30489.0;101.1401
30490.0;78.0183
30491.0;89.1976
30492.0;84.533
30493.0;84.6887
30494.0;77.3402
30495.0;65.8267
30496.0;93.6342
30497.0;93.1482
30498.0;77.9
30499.0;83.2467
30500.0;78.8022
30501.0;91.6256
30502.0;89.7835
30503.0;93.2037
30504.0;99.6355
30505.0;93.1847
30506.0;76.8683
30507.0;81.5601
30508.0;90.7776
30509.0;85.529
30510.0;76.626
30511.0;91.1587
30512.0;69.5878
30513.0;84.1572
30514.0;76.5888
30515.0;90.5834
30516.0;83.3038
30517.0;80.7396
30518.0;75.1363
30519.0;90.2549
30520.0;73.0916
30521.0;80.637
30522.0;78.6961
30523.0;83.4191
30524.0;77.3803
30525.0;82.3596
30526.0;96.0221
30527.0;89.5816
30528.0;95.2032
30529.0;63.8687
30530.0;94.1631
30531.0;71.7139
30532.0;92.4714
30533.0;79.5379
30534.0;68.8613
30535.0;73.9592
30536.0;71.8895
30537.0;81.7188
30538.0;95.4452
30539.0;96.5463
30540.0;82.4681
30541.0;82.2157
30542.0;80.8119
30543.0;68.8649
30544.0;91.5967
30545.0;83.2464
30546.0;97.6912
30547.0;86.9641
30548.0;88.9522
30549.0;79.6428
30550.0;74.523
30551.0;98.5629
30552.0;80.2811
30553.0;90.0251
30554.0;97.5369
30555.0;62.6055
30556.0;95.1717
30557.0;82.8037
30558.0;86.7298
30559.0;78.9666
30560.0;81.2775
30561.0;76.5522
30562.0;89.838
30563.0;100.6824
30564.0;80.1933
30565.0;76.7222
30566.0;87.0609
30567.0;86.3522
30568.0;86.5849
30569.0;91.4162
30570.0;88.7184
30571.0;85.6003
30572.0;87.7739
30573.0;88.3542
30574.0;96.5527
30575.0;94.7765
30576.0;87.0846
30577.0;84.0903
30578.0;88.6184
30579.0;87.6169
30580.0;94.2933
30581.0;75.671
30582.0;72.3069
30583.0;73.7793
30584.0;87.5872
30585.0;93.8793
30586.0;84.4336
30587.0;86.6838
30588.0;83.2699
30589.0;93.2954
30590.0;86.0984
30591.0;87.1339
30592.0;85.3825
30593.0;85.5339
30594.0;84.8102
30595.0;81.9751
30596.0;76.8675
30597.0;95.1797
30598.0;76.3755
30599.0;78.3918
30600.0;78.9986
30601.0;81.1664
30602.0;87.3549
30603.0;95.0289
30604.0;93.1864
30605.0;84.939
30606.0;96.4735
30607.0;88.7086
30608.0;76.3165
30609.0;88.4633
30610.0;94.0425
30611.0;74.6684
30612.0;80.8062
30613.0;85.5324
30614.0;87.5121
30615.0;71.1678
30616.0;91.5625
30617.0;93.3221
30618.0;64.2193
30619.0;90.6322
30620.0;81.7718
30621.0;88.1102
30622.0;83.7811
30623.0;84.4214
30624.0;91.0409
30625.0;97.7592
30626.0;73.302
30627.0;87.7062
30628.0;92.4207
30629.0;75.831
30630.0;86.9663
30631.0;88.4558
30632.0;90.8449
30633.0;90.4204
30634.0;60.5753
30635.0;93.4037
30636.0;99.3089
30637.0;65.9805
30638.0;78.1134
30639.0;77.5893
30640.0;84.8624
30641.0;84.4294
30642.0;96.3866
30643.0;87.3437
30644.0;90.3315
30645.0;87.1415
30646.0;74.7809
30647.0;76.8228
30648.0;60.1166
30649.0;89.6611
30650.0;93.828
30651.0;91.1583
30652.0;66.9546
30653.0;84.0001
30654.0;88.2678
30655.0;88.4763
30656.0;85.645
30657.0;77.1723
30658.0;84.9054
30659.0;80.7532
30660.0;85.7246
30661.0;89.7359
30662.0;74.7637
30663.0;93.0413
30664.0;76.6075
30665.0;75.6806
30666.0;81.8156
30667.0;83.262
30668.0;84.2652
30669.0;80.21
30670.0;87.4198
30671.0;84.6268
30672.0;81.6869
30673.0;100.1774
30674.0;86.6752
30675.0;70.3517
30676.0;91.5758
30677.0;77.9244
30678.0;94.4383
30679.0;77.1552
30680.0;83.9913
30681.0;92.072
30682.0;84.7527
30683.0;76.726
